comment_id,platform,program_name,comment_text,sentiment,likes,replies,engagement_score,hashtags,topic_category,city_region,created_at,user_type,urgency_level,clean_comment,year,month,day,engagement_category
CMT-103032,Twitter/X,Digital Learning Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,2082,465,3012,#SmartCityBatu,Pelayanan Publik,Batu,2025-05-21 14:15:33,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2025,5,21,High
CMT-103033,Instagram,Pelayanan Dukcapil Online,WiFi publik sangat membantu mahasiswa.,Positive,4553,302,5157,#PelayananPublik,Ekonomi Digital,Blitar,2026-02-24 08:24:35,Public Employee,Low,wifipubliksangatmembantumahasiswa,2026,2,24,High
CMT-103034,Instagram,Digital Learning Batu,Pelayanan online sekarang lebih efisien.,Positive,3312,234,3780,#SmartCityBatu,Infrastruktur,Blitar,2026-02-19 07:32:14,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2026,2,19,High
CMT-103035,Twitter/X,Smart Transportation Batu,Informasi publik jadi lebih transparan.,Positive,4814,409,5632,#PelayananPublik,Pendidikan,Kediri,2025-12-19 06:51:00,Tourist,Low,informasipublikjadilebihtransparan,2025,12,19,High
CMT-103036,TikTok,Batu Tourism App,Semoga layanan terus ditingkatkan.,Neutral,1869,115,2099,#DigitalGovernment,Ekonomi Digital,Surabaya,2026-03-29 04:38:27,Tourist,Medium,semogalayananterusditingkatkan,2026,3,29,Medium
CMT-103037,TikTok,Batu Tourism App,Kadang sulit login ke sistem.,Negative,957,399,1755,#UMKMBatu,Infrastruktur,Pasuruan,2025-06-06 05:33:28,UMKM Owner,High,kadangsulitloginkesistem,2025,6,6,Medium
CMT-103038,TikTok,Digital UMKM,Pelayanan sudah cukup baik.,Neutral,1784,431,2646,#WisataBatu,Teknologi,Batu,2025-10-18 06:29:08,UMKM Owner,Medium,pelayanansudahcukupbaik,2025,10,18,Medium
CMT-103039,Instagram,E-Government Service,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,3967,26,4019,#UMKMBatu,Ekonomi Digital,Blitar,2025-06-16 13:38:46,Citizen,Medium,masihadabeberapafituryangperludiperbaiki,2025,6,16,High
CMT-103040,Twitter/X,Smart Transportation Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3970,488,4946,#DigitalGovernment,Transportasi,Blitar,2026-04-14 10:37:18,UMKM Owner,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,4,14,High
CMT-103041,Instagram,WiFi Publik Kota Batu,Informasi publik jadi lebih transparan.,Positive,3431,174,3779,#KotaBatu,UMKM,Malang,2025-08-15 02:42:47,Tourist,Low,informasipublikjadilebihtransparan,2025,8,15,High
CMT-103042,Instagram,Batu Tourism App,Programnya cukup menarik untuk dicoba.,Neutral,2430,259,2948,#SmartCityBatu,Pariwisata,Pasuruan,2025-07-16 02:02:59,Citizen,Medium,programnyacukupmenarikuntukdicoba,2025,7,16,Medium
CMT-103043,Instagram,Digital Learning Batu,Informasi sudah cukup jelas.,Neutral,3119,270,3659,#SmartCityBatu,Teknologi,Blitar,2025-06-30 01:03:56,Public Employee,Medium,informasisudahcukupjelas,2025,6,30,High
CMT-103044,TikTok,WiFi Publik Kota Batu,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,3345,34,3413,#DigitalGovernment,Ekonomi Digital,Batu,2025-10-31 00:04:17,Public Employee,Medium,masihadabeberapafituryangperludiperbaiki,2025,10,31,High
CMT-103045,Instagram,Smart Transportation Batu,Pelayanan sudah cukup baik.,Neutral,3615,455,4525,#WisataBatu,Ekonomi Digital,Batu,2026-03-25 03:06:41,Student,Medium,pelayanansudahcukupbaik,2026,3,25,High
CMT-103046,TikTok,Smart Transportation Batu,Masih perlu pengembangan lebih lanjut.,Neutral,1187,192,1571,#KotaBatu,UMKM,Kediri,2026-04-24 18:03:07,Tourist,Medium,masihperlupengembanganlebihlanjut,2026,4,24,Medium
CMT-103047,Instagram,Pelayanan Dukcapil Online,Program ini sangat membantu masyarakat.,Positive,456,484,1424,#WisataBatu,Pendidikan,Malang,2025-07-07 17:40:02,Public Employee,Low,programinisangatmembantumasyarakat,2025,7,7,Medium
CMT-103048,TikTok,Digital Learning Batu,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,1540,338,2216,#BatuDigital,Transportasi,Malang,2025-06-25 00:02:59,Student,Medium,masihadabeberapafituryangperludiperbaiki,2025,6,25,Medium
CMT-103049,TikTok,Pelayanan Dukcapil Online,WiFi publik sangat membantu mahasiswa.,Positive,430,403,1236,#PelayananPublik,Transportasi,Surabaya,2026-02-24 22:52:04,Tourist,Low,wifipubliksangatmembantumahasiswa,2026,2,24,Medium
CMT-103050,Instagram,Batu Tourism App,Salut untuk inovasi digital Kota Batu.,Positive,230,427,1084,#PelayananPublik,Infrastruktur,Blitar,2025-05-14 10:13:09,Public Employee,Low,salutuntukinovasidigitalkotabatu,2025,5,14,Medium
CMT-103051,Instagram,Digital Learning Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,1567,174,1915,#WisataBatu,UMKM,Pasuruan,2025-06-26 12:51:02,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2025,6,26,Medium
CMT-103052,Twitter/X,Smart City Batu,Informasi publik jadi lebih transparan.,Positive,1991,246,2483,#SmartCityBatu,Teknologi,Surabaya,2025-08-12 19:36:55,UMKM Owner,Low,informasipublikjadilebihtransparan,2025,8,12,Medium
CMT-103053,Instagram,E-Government Service,Informasi publik jadi lebih transparan.,Positive,2358,272,2902,#PelayananPublik,Pendidikan,Batu,2025-06-12 08:02:28,Public Employee,Low,informasipublikjadilebihtransparan,2025,6,12,Medium
CMT-103054,Instagram,E-Government Service,Semoga layanan terus ditingkatkan.,Neutral,2101,85,2271,#UMKMBatu,UMKM,Pasuruan,2026-02-25 08:49:18,Citizen,Medium,semogalayananterusditingkatkan,2026,2,25,Medium
CMT-103055,Instagram,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,3365,389,4143,#WisataBatu,Pelayanan Publik,Batu,2025-07-31 17:22:43,Tourist,Low,pelayananonlinesekaranglebihefisien,2025,7,31,High
CMT-103056,Twitter/X,Smart Transportation Batu,Masih perlu pengembangan lebih lanjut.,Neutral,4515,271,5057,#DigitalGovernment,Infrastruktur,Kediri,2026-02-15 10:32:39,Student,Medium,masihperlupengembanganlebihlanjut,2026,2,15,High
CMT-103057,TikTok,Digital UMKM,Aplikasi pemerintah makin modern dan responsif.,Positive,1387,62,1511,#KotaBatu,Infrastruktur,Batu,2025-11-21 02:58:00,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2025,11,21,Medium
CMT-103058,TikTok,WiFi Publik Kota Batu,Pelayanan online masih membingungkan.,Negative,3402,472,4346,#KotaBatu,Ekonomi Digital,Malang,2025-06-03 19:25:39,Public Employee,High,pelayananonlinemasihmembingungkan,2025,6,3,High
CMT-103059,TikTok,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,2066,410,2886,#WisataBatu,Teknologi,Malang,2025-10-21 07:08:17,Public Employee,Low,programinisangatmembantumasyarakat,2025,10,21,Medium
CMT-103060,Instagram,Batu Tourism App,Pelayanan sudah cukup baik.,Neutral,4735,200,5135,#DiskominfoBatu,Teknologi,Batu,2025-10-14 02:00:42,Student,Medium,pelayanansudahcukupbaik,2025,10,14,High
CMT-103061,Twitter/X,Smart City Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,4444,285,5014,#KotaBatu,Infrastruktur,Batu,2026-03-04 22:52:32,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2026,3,4,High
CMT-103062,Instagram,Batu Tourism App,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,1469,269,2007,#WisataBatu,Pendidikan,Malang,2026-03-20 09:12:31,Citizen,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,3,20,Medium
CMT-103063,Twitter/X,Smart Transportation Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,34,42,118,#WisataBatu,Transportasi,Surabaya,2025-12-30 07:42:28,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2025,12,30,Low
CMT-103064,Twitter/X,WiFi Publik Kota Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4345,255,4855,#DiskominfoBatu,Infrastruktur,Surabaya,2025-07-07 00:29:16,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2025,7,7,High
CMT-103065,Twitter/X,Smart City Batu,Pelayanan online sekarang lebih efisien.,Positive,2622,332,3286,#DiskominfoBatu,Pelayanan Publik,Malang,2025-07-12 16:18:00,Tourist,Low,pelayananonlinesekaranglebihefisien,2025,7,12,High
CMT-103066,TikTok,Smart City Batu,Pelayanan sudah cukup baik.,Neutral,2076,141,2358,#PelayananPublik,Teknologi,Batu,2026-02-11 16:28:21,Tourist,Medium,pelayanansudahcukupbaik,2026,2,11,Medium
CMT-103067,Twitter/X,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,2399,376,3151,#PelayananPublik,Infrastruktur,Pasuruan,2026-02-05 15:44:07,UMKM Owner,Low,informasipublikjadilebihtransparan,2026,2,5,High
CMT-103068,TikTok,Pelayanan Dukcapil Online,Pelayanan online sekarang lebih efisien.,Positive,1166,461,2088,#DigitalGovernment,Infrastruktur,Blitar,2025-08-08 14:33:52,Citizen,Low,pelayananonlinesekaranglebihefisien,2025,8,8,Medium
CMT-103069,Twitter/X,WiFi Publik Kota Batu,Informasi sudah cukup jelas.,Neutral,2754,228,3210,#PelayananPublik,UMKM,Blitar,2026-02-16 20:01:29,Tourist,Medium,informasisudahcukupjelas,2026,2,16,High
CMT-103070,TikTok,Smart Transportation Batu,Informasi publik jadi lebih transparan.,Positive,4102,360,4822,#SmartCityBatu,Pendidikan,Surabaya,2026-01-11 07:28:48,Citizen,Low,informasipublikjadilebihtransparan,2026,1,11,High
CMT-103071,Instagram,WiFi Publik Kota Batu,Masih perlu pengembangan lebih lanjut.,Neutral,4071,311,4693,#SmartCityBatu,UMKM,Surabaya,2025-11-10 10:25:42,Citizen,Medium,masihperlupengembanganlebihlanjut,2025,11,10,High
CMT-103072,Twitter/X,WiFi Publik Kota Batu,Semoga layanan terus ditingkatkan.,Neutral,981,434,1849,#WisataBatu,UMKM,Malang,2025-06-24 05:23:22,Student,Medium,semogalayananterusditingkatkan,2025,6,24,Medium
CMT-103073,Instagram,Pelayanan Dukcapil Online,Pelayanan sudah cukup baik.,Neutral,35,425,885,#KotaBatu,Pelayanan Publik,Pasuruan,2026-04-18 22:58:14,Student,Medium,pelayanansudahcukupbaik,2026,4,18,Low
CMT-103074,Twitter/X,E-Government Service,Fiturnya cukup membantu untuk masyarakat.,Neutral,2820,274,3368,#WisataBatu,Pendidikan,Batu,2025-06-03 04:38:38,Tourist,Medium,fiturnyacukupmembantuuntukmasyarakat,2025,6,3,High
CMT-103075,Twitter/X,WiFi Publik Kota Batu,Pelayanan sudah cukup baik.,Neutral,687,144,975,#SmartCityBatu,Ekonomi Digital,Surabaya,2025-08-01 08:28:30,Tourist,Medium,pelayanansudahcukupbaik,2025,8,1,Low
CMT-103076,TikTok,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,2542,468,3478,#KotaBatu,Pariwisata,Pasuruan,2026-01-18 16:20:33,Tourist,Low,programinisangatmembantumasyarakat,2026,1,18,High
CMT-103077,TikTok,Pelayanan Dukcapil Online,Aplikasi pemerintah makin modern dan responsif.,Positive,2838,307,3452,#DiskominfoBatu,UMKM,Surabaya,2025-10-12 06:45:05,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2025,10,12,High
CMT-103078,Twitter/X,Digital Learning Batu,Server sering down saat ramai pengguna.,Negative,1935,388,2711,#KotaBatu,Ekonomi Digital,Malang,2025-09-06 04:15:26,UMKM Owner,High,serverseringdownsaatramaipengguna,2025,9,6,Medium
CMT-103079,Instagram,Batu Tourism App,Digitalisasi layanan sangat mempermudah warga.,Positive,1623,322,2267,#KotaBatu,Ekonomi Digital,Malang,2025-05-20 22:24:20,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2025,5,20,Medium
CMT-103080,Instagram,Digital Learning Batu,Informasi di aplikasi kurang update.,Negative,3908,56,4020,#UMKMBatu,Pariwisata,Pasuruan,2025-09-20 21:31:09,Citizen,High,informasidiaplikasikurangupdate,2025,9,20,High
CMT-103081,Twitter/X,Smart City Batu,Semoga layanan terus ditingkatkan.,Neutral,1859,138,2135,#UMKMBatu,UMKM,Surabaya,2025-12-22 17:25:17,Tourist,Medium,semogalayananterusditingkatkan,2025,12,22,Medium
CMT-103082,TikTok,Smart City Batu,Masih perlu pengembangan lebih lanjut.,Neutral,419,320,1059,#UMKMBatu,Infrastruktur,Pasuruan,2025-09-23 07:20:59,Citizen,Medium,masihperlupengembanganlebihlanjut,2025,9,23,Medium
CMT-103083,Instagram,Digital Learning Batu,Informasi publik jadi lebih transparan.,Positive,3961,116,4193,#BatuDigital,Transportasi,Malang,2026-05-08 04:20:05,Tourist,Low,informasipublikjadilebihtransparan,2026,5,8,High
CMT-103084,Instagram,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,1036,187,1410,#SmartCityBatu,Pariwisata,Blitar,2026-02-16 02:50:45,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2026,2,16,Medium
CMT-103085,Twitter/X,Smart City Batu,Program ini sangat membantu masyarakat.,Positive,2203,472,3147,#DiskominfoBatu,Pelayanan Publik,Malang,2025-11-25 19:01:50,Tourist,Low,programinisangatmembantumasyarakat,2025,11,25,High
CMT-103086,TikTok,Digital Learning Batu,Program ini sangat membantu masyarakat.,Positive,3774,94,3962,#UMKMBatu,Pendidikan,Surabaya,2026-03-17 08:30:04,Tourist,Low,programinisangatmembantumasyarakat,2026,3,17,High
CMT-103087,TikTok,Smart City Batu,Pelayanan online masih membingungkan.,Negative,4687,496,5679,#DiskominfoBatu,Transportasi,Malang,2026-03-16 05:26:27,Public Employee,High,pelayananonlinemasihmembingungkan,2026,3,16,High
CMT-103088,Twitter/X,Batu Tourism App,Programnya cukup menarik untuk dicoba.,Neutral,2708,312,3332,#KotaBatu,Transportasi,Malang,2026-02-13 05:30:43,Student,Medium,programnyacukupmenarikuntukdicoba,2026,2,13,High
CMT-103089,Instagram,Digital Learning Batu,Programnya cukup menarik untuk dicoba.,Neutral,2651,315,3281,#KotaBatu,Ekonomi Digital,Batu,2026-03-24 09:26:15,UMKM Owner,Medium,programnyacukupmenarikuntukdicoba,2026,3,24,High
CMT-103090,Instagram,WiFi Publik Kota Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,1387,85,1557,#UMKMBatu,Ekonomi Digital,Kediri,2025-06-25 10:28:44,Student,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,6,25,Medium
CMT-103091,TikTok,WiFi Publik Kota Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,354,368,1090,#SmartCityBatu,Infrastruktur,Kediri,2026-01-26 05:02:33,Citizen,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,1,26,Medium
CMT-103092,Twitter/X,Batu Tourism App,Pelayanan online sekarang lebih efisien.,Positive,3335,34,3403,#UMKMBatu,UMKM,Blitar,2025-08-09 09:14:02,Public Employee,Low,pelayananonlinesekaranglebihefisien,2025,8,9,High
CMT-103093,Twitter/X,Smart City Batu,Informasi publik jadi lebih transparan.,Positive,2610,133,2876,#UMKMBatu,UMKM,Kediri,2026-03-26 16:10:49,Student,Low,informasipublikjadilebihtransparan,2026,3,26,Medium
CMT-103094,Twitter/X,Smart City Batu,Pelayanan online sekarang lebih efisien.,Positive,4909,73,5055,#DigitalGovernment,Ekonomi Digital,Surabaya,2026-04-05 15:47:01,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2026,4,5,High
CMT-103095,TikTok,Digital Learning Batu,Fitur aplikasi masih kurang lengkap.,Negative,2509,489,3487,#SmartCityBatu,Transportasi,Surabaya,2026-03-30 00:34:07,Student,Medium,fituraplikasimasihkuranglengkap,2026,3,30,High
CMT-103096,Twitter/X,Smart Transportation Batu,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,2845,89,3023,#PelayananPublik,Pelayanan Publik,Blitar,2026-04-22 19:01:39,Student,Medium,masihadabeberapafituryangperludiperbaiki,2026,4,22,High
CMT-103097,TikTok,Smart Transportation Batu,Program ini sangat membantu masyarakat.,Positive,1818,126,2070,#PelayananPublik,Transportasi,Surabaya,2026-01-21 15:38:35,Student,Low,programinisangatmembantumasyarakat,2026,1,21,Medium
CMT-103098,TikTok,Digital Learning Batu,Programnya cukup menarik untuk dicoba.,Neutral,418,92,602,#UMKMBatu,Pendidikan,Malang,2025-07-22 03:25:55,Student,Medium,programnyacukupmenarikuntukdicoba,2025,7,22,Low
CMT-103099,Twitter/X,E-Government Service,Pelayanan online sekarang lebih efisien.,Positive,2081,11,2103,#PelayananPublik,Ekonomi Digital,Malang,2025-10-19 10:05:48,Citizen,Low,pelayananonlinesekaranglebihefisien,2025,10,19,Medium
CMT-103100,TikTok,Digital Learning Batu,Informasi publik jadi lebih transparan.,Positive,372,165,702,#SmartCityBatu,UMKM,Malang,2025-09-23 03:31:34,Student,Low,informasipublikjadilebihtransparan,2025,9,23,Low
CMT-103101,TikTok,E-Government Service,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3998,362,4722,#WisataBatu,Pelayanan Publik,Pasuruan,2026-01-28 07:01:54,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,1,28,High
CMT-103102,TikTok,WiFi Publik Kota Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,433,139,711,#UMKMBatu,Pelayanan Publik,Blitar,2025-09-24 15:15:28,UMKM Owner,Low,digitalisasilayanansangatmempermudahwarga,2025,9,24,Low
CMT-103103,Instagram,Digital UMKM,Aplikasi pemerintah makin modern dan responsif.,Positive,3046,416,3878,#BatuDigital,Pelayanan Publik,Malang,2026-01-21 05:23:56,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2026,1,21,High
CMT-103104,Twitter/X,Digital UMKM,Semoga layanan terus ditingkatkan.,Neutral,3988,394,4776,#DiskominfoBatu,Pariwisata,Kediri,2025-08-22 05:27:10,UMKM Owner,Medium,semogalayananterusditingkatkan,2025,8,22,High
CMT-103105,Instagram,Digital UMKM,Pelayanan online masih membingungkan.,Negative,2545,312,3169,#KotaBatu,Pendidikan,Surabaya,2025-10-20 05:03:10,Tourist,Medium,pelayananonlinemasihmembingungkan,2025,10,20,High
CMT-103106,TikTok,Digital Learning Batu,Pelayanan online masih membingungkan.,Negative,4069,486,5041,#DigitalGovernment,Pariwisata,Malang,2026-03-23 21:18:54,Public Employee,High,pelayananonlinemasihmembingungkan,2026,3,23,High
CMT-103107,TikTok,Smart City Batu,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,2279,209,2697,#DigitalGovernment,Pendidikan,Kediri,2025-05-28 18:00:09,Tourist,Medium,masihadabeberapafituryangperludiperbaiki,2025,5,28,Medium
CMT-103108,Instagram,Digital Learning Batu,Program ini sangat membantu masyarakat.,Positive,4399,336,5071,#PelayananPublik,Pelayanan Publik,Malang,2026-03-26 23:01:39,Citizen,Low,programinisangatmembantumasyarakat,2026,3,26,High
CMT-103109,TikTok,E-Government Service,Aplikasinya sering error saat digunakan.,Negative,3575,481,4537,#SmartCityBatu,Transportasi,Malang,2025-10-25 00:58:38,Citizen,High,aplikasinyaseringerrorsaatdigunakan,2025,10,25,High
CMT-103110,Instagram,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,4108,414,4936,#KotaBatu,Ekonomi Digital,Batu,2026-02-26 02:36:48,UMKM Owner,Low,salutuntukinovasidigitalkotabatu,2026,2,26,High
CMT-103111,Twitter/X,Smart City Batu,WiFi publik sangat membantu mahasiswa.,Positive,3465,12,3489,#SmartCityBatu,Pendidikan,Batu,2026-04-21 17:57:02,Citizen,Low,wifipubliksangatmembantumahasiswa,2026,4,21,High
CMT-103112,TikTok,WiFi Publik Kota Batu,Informasi di aplikasi kurang update.,Negative,415,375,1165,#KotaBatu,Pendidikan,Pasuruan,2025-11-27 05:06:04,Public Employee,Medium,informasidiaplikasikurangupdate,2025,11,27,Medium
CMT-103113,TikTok,Digital Learning Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,3205,336,3877,#PelayananPublik,Pendidikan,Blitar,2025-11-24 02:01:48,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2025,11,24,High
CMT-103114,Twitter/X,E-Government Service,Informasi publik jadi lebih transparan.,Positive,730,270,1270,#DigitalGovernment,Infrastruktur,Surabaya,2026-01-17 05:18:51,Citizen,Low,informasipublikjadilebihtransparan,2026,1,17,Medium
CMT-103115,Twitter/X,WiFi Publik Kota Batu,Masih perlu pengembangan lebih lanjut.,Neutral,2741,204,3149,#DigitalGovernment,Ekonomi Digital,Malang,2025-09-24 05:03:45,Public Employee,Medium,masihperlupengembanganlebihlanjut,2025,9,24,High
CMT-103116,Instagram,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,1283,365,2013,#SmartCityBatu,Pendidikan,Kediri,2026-03-27 04:27:42,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2026,3,27,Medium
CMT-103117,Instagram,Digital Learning Batu,WiFi publik sangat membantu mahasiswa.,Positive,3757,107,3971,#UMKMBatu,Infrastruktur,Blitar,2026-01-22 13:07:32,Public Employee,Low,wifipubliksangatmembantumahasiswa,2026,1,22,High
CMT-103118,TikTok,Digital Learning Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,4375,113,4601,#KotaBatu,Pelayanan Publik,Batu,2025-05-29 01:51:09,UMKM Owner,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,5,29,High
CMT-103119,TikTok,Digital Learning Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4982,280,5542,#KotaBatu,Pendidikan,Surabaya,2026-04-01 06:29:05,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2026,4,1,High
CMT-103120,Twitter/X,Digital Learning Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3566,194,3954,#KotaBatu,Pelayanan Publik,Batu,2025-08-04 15:24:28,Public Employee,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,8,4,High
CMT-103121,Instagram,Batu Tourism App,Pelayanan online sekarang lebih efisien.,Positive,832,43,918,#WisataBatu,Teknologi,Batu,2025-08-28 00:12:27,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,8,28,Low
CMT-103122,Instagram,Pelayanan Dukcapil Online,Aplikasinya lumayan mudah digunakan.,Neutral,3299,106,3511,#DiskominfoBatu,Infrastruktur,Kediri,2025-10-29 21:51:06,Tourist,Medium,aplikasinyalumayanmudahdigunakan,2025,10,29,High
CMT-103123,TikTok,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,138,368,874,#WisataBatu,Pelayanan Publik,Blitar,2026-02-28 07:03:22,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2026,2,28,Low
CMT-103124,Instagram,Smart Transportation Batu,Programnya cukup menarik untuk dicoba.,Neutral,1972,394,2760,#KotaBatu,Pariwisata,Batu,2025-10-27 14:27:02,Student,Medium,programnyacukupmenarikuntukdicoba,2025,10,27,Medium
CMT-103125,TikTok,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,4569,246,5061,#DigitalGovernment,Pendidikan,Surabaya,2025-08-20 10:02:36,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,8,20,High
CMT-103126,TikTok,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,108,436,980,#UMKMBatu,Infrastruktur,Malang,2025-09-25 05:13:49,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2025,9,25,Low
CMT-103127,Twitter/X,Smart City Batu,Kadang sulit login ke sistem.,Negative,2636,12,2660,#WisataBatu,Transportasi,Pasuruan,2026-02-02 00:04:01,Citizen,High,kadangsulitloginkesistem,2026,2,2,Medium
CMT-103128,Twitter/X,Pelayanan Dukcapil Online,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,4621,300,5221,#KotaBatu,Teknologi,Kediri,2026-01-24 23:32:24,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,1,24,High
CMT-103129,Instagram,Digital UMKM,Pelayanan online sekarang lebih efisien.,Positive,1111,158,1427,#DigitalGovernment,Pariwisata,Batu,2025-12-15 21:22:36,Student,Low,pelayananonlinesekaranglebihefisien,2025,12,15,Medium
CMT-103130,TikTok,Smart City Batu,Informasi sudah cukup jelas.,Neutral,2042,269,2580,#SmartCityBatu,Infrastruktur,Pasuruan,2025-10-04 10:37:27,Citizen,Medium,informasisudahcukupjelas,2025,10,4,Medium
CMT-103131,Instagram,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,1294,314,1922,#SmartCityBatu,Ekonomi Digital,Kediri,2025-06-20 05:59:45,UMKM Owner,Low,informasipublikjadilebihtransparan,2025,6,20,Medium
CMT-103132,Instagram,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,2578,138,2854,#BatuDigital,Ekonomi Digital,Kediri,2025-05-16 07:51:10,Student,Low,salutuntukinovasidigitalkotabatu,2025,5,16,Medium
CMT-103133,Instagram,WiFi Publik Kota Batu,Salut untuk inovasi digital Kota Batu.,Positive,1289,74,1437,#KotaBatu,Pelayanan Publik,Kediri,2025-10-05 22:36:19,Tourist,Low,salutuntukinovasidigitalkotabatu,2025,10,5,Medium
CMT-103134,TikTok,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,1048,127,1302,#PelayananPublik,Transportasi,Batu,2026-04-25 07:35:34,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2026,4,25,Medium
CMT-103135,TikTok,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,3704,436,4576,#WisataBatu,Pendidikan,Kediri,2025-08-19 20:37:44,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,8,19,High
CMT-103136,Twitter/X,WiFi Publik Kota Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,2154,52,2258,#SmartCityBatu,Pelayanan Publik,Batu,2026-03-22 08:45:20,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,3,22,Medium
CMT-103137,TikTok,WiFi Publik Kota Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,4447,410,5267,#PelayananPublik,UMKM,Blitar,2025-06-03 06:11:17,Public Employee,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,6,3,High
CMT-103138,Twitter/X,Smart City Batu,Informasi sudah cukup jelas.,Neutral,3985,325,4635,#DigitalGovernment,Pariwisata,Blitar,2025-05-17 01:28:09,Citizen,Medium,informasisudahcukupjelas,2025,5,17,High
CMT-103139,Instagram,Batu Tourism App,Pelayanan online sekarang lebih efisien.,Positive,3207,313,3833,#UMKMBatu,Transportasi,Malang,2025-11-28 11:20:53,Citizen,Low,pelayananonlinesekaranglebihefisien,2025,11,28,High
CMT-103140,Instagram,Digital Learning Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4554,76,4706,#PelayananPublik,Pendidikan,Malang,2026-02-07 10:43:51,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2026,2,7,High
CMT-103141,TikTok,Pelayanan Dukcapil Online,Program ini sangat membantu masyarakat.,Positive,2464,187,2838,#DiskominfoBatu,Pendidikan,Pasuruan,2026-02-11 08:23:18,Citizen,Low,programinisangatmembantumasyarakat,2026,2,11,Medium
